task,model,duplicates,metric,mean,sem
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_50_75-hf,1,squad_recall,0.11192546911237612,0.004410620985714654
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_50_75-hf,1,prefix_match,0.03099304237824162,0.003082359607079095
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_50_75-hf,16,exact_match,0.022611644997173545,0.0035355625826515654
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_50_75-hf,16,squad_f1,0.1038340655638564,0.005207818455777683
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_50_75-hf,16,squad_recall,0.13447401006756576,0.0064524906224116075
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_50_75-hf,16,prefix_match,0.041831543244771056,0.004761367989627963
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_50_75-hf,256,exact_match,0.05342465753424658,0.008328843523137827
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_50_75-hf,256,squad_f1,0.18516257714887852,0.010772705695369186
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_50_75-hf,256,squad_recall,0.24663405088062623,0.013666808826365402
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_50_75-hf,256,prefix_match,0.13561643835616438,0.012680770791988474
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_75_100-hf,0,exact_match,0.0190032269630692,0.0025858366248153546
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_75_100-hf,0,squad_f1,0.10676733289044259,0.003989821515033242
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_75_100-hf,0,squad_recall,0.14625612525397394,0.005173847918297717
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_75_100-hf,0,prefix_match,0.04410182861240588,0.00388855037318838
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_75_100-hf,1,exact_match,0.024667931688804556,0.0027588645103714055
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_75_100-hf,1,squad_f1,0.10891128865512166,0.003980186226454131
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_75_100-hf,1,squad_recall,0.14370651486401012,0.004938693504347031
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_75_100-hf,1,prefix_match,0.04838709677419355,0.0038166531663161975
